datetime,day_ahead_price,imbalance_price,load_actual,load_forecast
2025-11-21 20:45:00+01:00,116.21,430.18,22650.0,22585.838
2025-11-21 21:00:00+01:00,134.32,479.76,22200.0,22092.523
2025-11-21 21:15:00+01:00,120.69,406.34,21700.0,21690.964
2025-11-21 21:30:00+01:00,112.57,383.18,21100.0,21216.397
2025-11-21 21:45:00+01:00,103.04,383.88,20400.0,20628.724
2025-11-21 22:00:00+01:00,116.11,491.02,20350.0,20510.293
2025-11-21 22:15:00+01:00,110.93,386.03,20100.0,20257.138
2025-11-21 22:30:00+01:00,103.04,642.02,19700.0,19980.025
2025-11-21 22:45:00+01:00,103.01,588.7,19350.0,19777.727
2025-11-21 23:00:00+01:00,111.07,545.34,19050.0,19553.012
2025-11-21 23:15:00+01:00,111.27,479.29,18700.0,19098.718
2025-11-21 23:30:00+01:00,112.0,564.87,18350.0,18662.571
2025-11-21 23:45:00+01:00,112.0,549.64,18100.0,18254.392
2025-11-22 00:00:00+01:00,122.97,522.49,17600.0,18220.542
2025-11-22 00:15:00+01:00,108.19,449.8,17300.0,17884.935
2025-11-22 00:30:00+01:00,116.32,342.34,17050.0,17770.175
2025-11-22 00:45:00+01:00,117.27,358.26,16900.0,17502.455
2025-11-22 01:00:00+01:00,107.24,453.85,16750.0,17554.486
2025-11-22 01:15:00+01:00,107.24,429.04,16600.0,17347.467
2025-11-22 01:30:00+01:00,107.24,439.11,16450.0,17180.675
2025-11-22 01:45:00+01:00,128.52,647.85,16150.0,17125.679
2025-11-22 02:00:00+01:00,114.29,485.61,16100.0,16877.51
2025-11-22 02:15:00+01:00,126.54,414.65,16100.0,17172.63
2025-11-22 02:30:00+01:00,123.34,524.06,16050.0,17062.739
2025-11-22 02:45:00+01:00,121.22,517.05,16000.0,17130.152
2025-11-22 03:00:00+01:00,118.53,503.62,16000.0,16998.743
2025-11-22 03:15:00+01:00,114.2,516.78,16000.0,16930.14
2025-11-22 03:30:00+01:00,114.12,511.58,16000.0,16951.512
2025-11-22 03:45:00+01:00,122.3,519.64,15950.0,16819.815
2025-11-22 04:00:00+01:00,115.23,489.6,16050.0,16963.078
2025-11-22 04:15:00+01:00,111.01,471.67,16050.0,17041.359
2025-11-22 04:30:00+01:00,111.01,471.67,16100.0,17102.686
2025-11-22 04:45:00+01:00,111.0,489.15,16150.0,17151.847
2025-11-22 05:00:00+01:00,106.79,505.17,16300.0,17281.299
2025-11-22 05:15:00+01:00,107.0,578.09,16300.0,17257.122
2025-11-22 05:30:00+01:00,106.31,579.44,16400.0,17343.1
2025-11-22 05:45:00+01:00,105.25,580.41,16700.0,17616.003
2025-11-22 06:00:00+01:00,102.85,579.77,17250.0,17992.536
2025-11-22 06:15:00+01:00,105.15,551.3,17350.0,18325.019
2025-11-22 06:30:00+01:00,105.9,505.81,17550.0,18507.116
2025-11-22 06:45:00+01:00,104.94,528.29,17750.0,18636.932
2025-11-22 07:00:00+01:00,104.55,568.13,18000.0,18986.79
2025-11-22 07:15:00+01:00,105.92,537.73,18300.0,19108.21
2025-11-22 07:30:00+01:00,112.29,520.79,18650.0,19581.46
2025-11-22 07:45:00+01:00,114.71,438.6,18950.0,19852.502
2025-11-22 08:00:00+01:00,121.42,548.72,19350.0,20531.964
2025-11-22 08:15:00+01:00,115.26,408.14,19550.0,20799.645
2025-11-22 08:30:00+01:00,106.79,373.83,19850.0,20958.866
2025-11-22 08:45:00+01:00,106.79,425.24,20150.0,21305.341
2025-11-22 09:00:00+01:00,115.24,375.52,20450.0,21410.146
2025-11-22 09:15:00+01:00,106.32,451.74,20600.0,21285.2
2025-11-22 09:30:00+01:00,106.31,351.94,20650.0,21499.962
2025-11-22 09:45:00+01:00,106.31,308.81,20600.0,21403.411
2025-11-22 10:00:00+01:00,106.32,365.48,20750.0,21741.887
2025-11-22 10:15:00+01:00,106.31,400.23,20850.0,21624.539
2025-11-22 10:30:00+01:00,106.23,355.89,20950.0,21890.324
2025-11-22 10:45:00+01:00,102.0,347.56,21050.0,21484.991
2025-11-22 11:00:00+01:00,106.79,305.25,20950.0,21610.888
2025-11-22 11:15:00+01:00,106.78,155.5,20950.0,21680.884
2025-11-22 11:30:00+01:00,107.4,195.5,20900.0,21739.606
2025-11-22 11:45:00+01:00,107.46,288.71,20900.0,21602.605
2025-11-22 12:00:00+01:00,114.3,302.67,20850.0,21431.695
2025-11-22 12:15:00+01:00,106.79,330.5,20850.0,21662.277
2025-11-22 12:30:00+01:00,106.32,273.68,20900.0,21825.256
2025-11-22 12:45:00+01:00,106.78,289.2,21000.0,21935.874
2025-11-22 13:00:00+01:00,109.73,468.78,21150.0,21997.296
2025-11-22 13:15:00+01:00,114.29,596.15,21050.0,21943.501
2025-11-22 13:30:00+01:00,123.88,640.36,20850.0,21733.947
2025-11-22 13:45:00+01:00,135.66,752.54,20550.0,21408.16
2025-11-22 14:00:00+01:00,137.33,336.14,20600.0,21446.366
2025-11-22 14:15:00+01:00,155.72,661.64,20750.0,21379.443
2025-11-22 14:30:00+01:00,174.61,794.62,20700.0,21438.689
2025-11-22 14:45:00+01:00,203.79,865.88,20650.0,21403.634
2025-11-22 15:00:00+01:00,167.03,749.88,20600.0,21307.216
2025-11-22 15:15:00+01:00,190.99,811.5,20600.0,21301.833
2025-11-22 15:30:00+01:00,232.73,988.85,20700.0,21327.948
2025-11-22 15:45:00+01:00,192.86,1061.73,20950.0,21634.867
2025-11-22 16:00:00+01:00,188.13,422.87,21150.0,21679.395
2025-11-22 16:15:00+01:00,211.65,509.54,21200.0,21904.43
2025-11-22 16:30:00+01:00,222.92,594.74,21150.0,21837.246
2025-11-22 16:45:00+01:00,203.97,517.12,21100.0,21828.108
2025-11-22 17:00:00+01:00,192.32,443.6,21100.0,21759.201
2025-11-22 17:15:00+01:00,195.21,415.87,21000.0,21588.573
2025-11-22 17:30:00+01:00,169.34,982.56,20950.0,21554.6
2025-11-22 17:45:00+01:00,152.12,502.41,20850.0,21289.087
2025-11-22 18:00:00+01:00,170.8,567.0,20750.0,21360.216
2025-11-22 18:15:00+01:00,169.7,569.87,20750.0,21409.85
2025-11-22 18:30:00+01:00,187.56,796.92,20700.0,21189.849
2025-11-22 18:45:00+01:00,177.53,562.62,20600.0,21257.389
2025-11-22 19:00:00+01:00,177.48,558.23,20500.0,21144.109
2025-11-22 19:15:00+01:00,177.54,562.86,20450.0,21005.063
2025-11-22 19:30:00+01:00,193.83,556.38,20400.0,20956.857
2025-11-22 19:45:00+01:00,156.61,790.3,20200.0,21078.819
2025-11-22 20:00:00+01:00,205.33,872.43,20000.0,20897.669
2025-11-22 20:15:00+01:00,204.5,402.95,19750.0,20759.3
2025-11-22 20:30:00+01:00,154.89,826.59,19550.0,20448.019
2025-11-22 20:45:00+01:00,116.99,448.14,19250.0,20257.252
2025-11-22 21:00:00+01:00,130.47,564.35,19000.0,19979.705
2025-11-22 21:15:00+01:00,114.3,535.56,18700.0,19743.586
2025-11-22 21:30:00+01:00,111.01,489.46,18400.0,19442.176
2025-11-22 21:45:00+01:00,106.78,485.11,18100.0,19215.362
2025-11-22 22:00:00+01:00,111.0,839.23,17900.0,19055.525
2025-11-22 22:15:00+01:00,106.79,834.53,17600.0,18868.72
2025-11-22 22:30:00+01:00,104.25,467.11,17350.0,18519.174
2025-11-22 22:45:00+01:00,100.81,463.87,17100.0,18169.788
2025-11-22 23:00:00+01:00,106.32,495.38,16850.0,17871.859
2025-11-22 23:15:00+01:00,106.45,524.71,16600.0,17740.504
2025-11-22 23:30:00+01:00,106.31,469.89,16350.0,17422.762
2025-11-22 23:45:00+01:00,106.79,474.86,16100.0,17130.846
2025-11-23 00:00:00+01:00,102.58,535.48,16200.0,16819.69
2025-11-23 00:15:00+01:00,106.56,599.08,16100.0,16631.709
2025-11-23 00:30:00+01:00,106.53,579.08,15950.0,16466.321
2025-11-23 00:45:00+01:00,106.63,578.54,15850.0,16355.302
2025-11-23 01:00:00+01:00,107.31,578.44,15700.0,16232.094
2025-11-23 01:15:00+01:00,107.32,510.72,15550.0,16031.579
2025-11-23 01:30:00+01:00,107.38,513.36,15400.0,15948.618
2025-11-23 01:45:00+01:00,107.66,508.41,15300.0,15832.009
2025-11-23 02:00:00+01:00,111.07,478.67,15150.0,15780.904
2025-11-23 02:15:00+01:00,106.86,454.04,15050.0,15609.447
2025-11-23 02:30:00+01:00,107.29,456.5,14950.0,15640.531
2025-11-23 02:45:00+01:00,106.85,464.42,14950.0,15525.447
2025-11-23 03:00:00+01:00,106.73,498.1,14950.0,15580.772
2025-11-23 03:15:00+01:00,106.79,503.78,14900.0,15597.992
2025-11-23 03:30:00+01:00,106.29,498.73,14950.0,15488.882
2025-11-23 03:45:00+01:00,106.85,503.19,14950.0,15502.99
2025-11-23 04:00:00+01:00,107.31,510.17,14950.0,15673.698
2025-11-23 04:15:00+01:00,106.86,514.2,15000.0,15511.864
2025-11-23 04:30:00+01:00,106.86,513.82,15000.0,15687.14
2025-11-23 04:45:00+01:00,106.86,509.28,15000.0,15708.993
2025-11-23 05:00:00+01:00,106.86,486.57,15050.0,15766.404
2025-11-23 05:15:00+01:00,106.85,498.64,15100.0,15790.94
2025-11-23 05:30:00+01:00,102.61,511.19,15150.0,15928.581
2025-11-23 05:45:00+01:00,102.13,492.29,15300.0,15877.122
2025-11-23 06:00:00+01:00,106.56,491.98,15450.0,16266.252
2025-11-23 06:15:00+01:00,106.44,515.88,15600.0,16421.391
2025-11-23 06:30:00+01:00,106.83,485.74,15600.0,16530.388
2025-11-23 06:45:00+01:00,106.76,453.61,15700.0,16544.146
2025-11-23 07:00:00+01:00,102.61,459.39,16000.0,16682.668
2025-11-23 07:15:00+01:00,102.62,452.97,16100.0,16883.659
2025-11-23 07:30:00+01:00,102.62,474.3,16300.0,17020.613
2025-11-23 07:45:00+01:00,102.62,514.53,16550.0,17371.772
2025-11-23 08:00:00+01:00,105.43,520.14,16900.0,17692.127
2025-11-23 08:15:00+01:00,106.61,510.06,17150.0,17988.131
2025-11-23 08:30:00+01:00,106.86,549.7,17450.0,18150.788
2025-11-23 08:45:00+01:00,106.86,571.94,17750.0,18707.387
2025-11-23 09:00:00+01:00,106.86,607.7,18150.0,18924.51
2025-11-23 09:15:00+01:00,110.7,621.92,18250.0,19394.244
2025-11-23 09:30:00+01:00,111.08,627.93,18450.0,19571.833
2025-11-23 09:45:00+01:00,111.08,670.63,18650.0,19850.916
2025-11-23 10:00:00+01:00,111.4,717.25,18800.0,19984.164
2025-11-23 10:15:00+01:00,112.22,705.34,18800.0,20164.881
2025-11-23 10:30:00+01:00,111.08,687.94,18850.0,20226.96
2025-11-23 10:45:00+01:00,111.08,706.5,19000.0,20417.166
2025-11-23 11:00:00+01:00,111.08,816.24,19150.0,20521.353
2025-11-23 11:15:00+01:00,111.08,760.82,19150.0,20681.923
2025-11-23 11:30:00+01:00,111.13,781.58,19200.0,20900.762
2025-11-23 11:45:00+01:00,112.49,820.75,19300.0,20789.968
2025-11-23 12:00:00+01:00,106.86,773.05,19350.0,20650.206
2025-11-23 12:15:00+01:00,106.86,762.51,19400.0,20886.643
2025-11-23 12:30:00+01:00,106.86,764.58,19350.0,20916.312
2025-11-23 12:45:00+01:00,111.55,787.59,19400.0,20781.431
2025-11-23 13:00:00+01:00,120.5,874.02,19650.0,21091.284
2025-11-23 13:15:00+01:00,122.75,855.02,19750.0,20848.732
2025-11-23 13:30:00+01:00,117.1,845.8,19600.0,20866.758
2025-11-23 13:45:00+01:00,123.63,841.46,19450.0,20582.679
2025-11-23 14:00:00+01:00,125.68,747.9,19400.0,20533.42
2025-11-23 14:15:00+01:00,139.32,728.07,19350.0,20450.687
2025-11-23 14:30:00+01:00,158.78,705.44,19200.0,20498.139
2025-11-23 14:45:00+01:00,177.63,754.73,19100.0,20207.806
2025-11-23 15:00:00+01:00,149.85,729.84,19100.0,20031.765
2025-11-23 15:15:00+01:00,160.47,747.3,19100.0,19847.21
2025-11-23 15:30:00+01:00,181.39,785.3,19200.0,20102.019
2025-11-23 15:45:00+01:00,193.75,861.07,19500.0,20113.582
2025-11-23 16:00:00+01:00,174.78,862.01,19600.0,20528.001
2025-11-23 16:15:00+01:00,202.4,859.98,19800.0,20569.027
2025-11-23 16:30:00+01:00,215.17,914.24,19800.0,20456.122
2025-11-23 16:45:00+01:00,206.96,879.35,19850.0,20706.67
2025-11-23 17:00:00+01:00,158.24,727.56,19950.0,20639.852
2025-11-23 17:15:00+01:00,160.7,699.08,19950.0,20697.172
2025-11-23 17:30:00+01:00,161.87,692.82,19950.0,20524.342
2025-11-23 17:45:00+01:00,160.03,688.78,19850.0,20670.681
2025-11-23 18:00:00+01:00,157.29,772.99,19850.0,20699.613
2025-11-23 18:15:00+01:00,150.62,770.8,19850.0,20803.355
2025-11-23 18:30:00+01:00,154.81,778.02,19950.0,20821.243
2025-11-23 18:45:00+01:00,142.53,827.42,19900.0,20908.053
2025-11-23 19:00:00+01:00,157.68,759.25,19900.0,20852.425
2025-11-23 19:15:00+01:00,157.7,760.58,19950.0,20892.981
2025-11-23 19:30:00+01:00,156.5,757.21,19900.0,20940.579
2025-11-23 19:45:00+01:00,146.09,678.98,19750.0,20813.973
2025-11-23 20:00:00+01:00,159.58,678.04,19600.0,20493.568
2025-11-23 20:15:00+01:00,134.98,603.87,19350.0,20383.976
2025-11-23 20:30:00+01:00,126.04,598.31,19150.0,20249.854
2025-11-23 20:45:00+01:00,116.01,691.31,18900.0,19907.656
2025-11-23 21:00:00+01:00,118.53,530.57,18700.0,19817.93
2025-11-23 21:15:00+01:00,114.84,525.09,18450.0,19427.422
2025-11-23 21:30:00+01:00,109.4,521.33,18250.0,19173.307
2025-11-23 21:45:00+01:00,102.62,517.15,18000.0,18951.671
2025-11-23 22:00:00+01:00,111.83,503.45,17950.0,18787.014
2025-11-23 22:15:00+01:00,104.0,511.26,17650.0,18717.736
2025-11-23 22:30:00+01:00,101.73,510.7,17450.0,18307.502
2025-11-23 22:45:00+01:00,100.07,510.85,17200.0,18096.968
2025-11-23 23:00:00+01:00,107.31,526.14,16900.0,17726.955
2025-11-23 23:15:00+01:00,107.78,578.54,16650.0,17660.769
2025-11-23 23:30:00+01:00,107.31,578.35,16400.0,17316.613
2025-11-23 23:45:00+01:00,107.31,578.47,16100.0,17226.053
